Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,rand_food1,chosen food,not chosen food,rand_food2,rand_food3,rand_food4,rand_food5,rand_food6,rand_food7,rand_food8,image_food,Participant_preference,food_rating,random number,fixation_times
48,1551711532317,04/03/2019 14:58:52,1551711534455,-5,04/03/2019 09:58:54,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,4091.1399999749847,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
49,1551711533806,04/03/2019 14:58:53,1551711536104,-5,04/03/2019 09:58:56,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1643.9050000044517,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
50,1551711536468,04/03/2019 14:58:56,1551711538766,-5,04/03/2019 09:58:58,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,choice,response_button_image,1746.1750000074971,a22.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
51,1551711538579,04/03/2019 14:58:58,1551711540897,-5,04/03/2019 09:59:00,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,9,grey1,Zone1,continue_button,2124.020000017481,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
52,1551711538941,04/03/2019 14:58:58,1551711541254,-5,04/03/2019 09:59:01,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,10,grey2,Zone1,continue_button,350.20499999518506,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
53,1551711539316,04/03/2019 14:58:59,1551711541643,-5,04/03/2019 09:59:01,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,11,grey3,Zone1,continue_button,382.74500000989065,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
54,1551711539659,04/03/2019 14:58:59,1551711541991,-5,04/03/2019 09:59:01,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,12,grey4,Zone1,continue_button,340.44999998877756,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
55,1551711540097,04/03/2019 14:59:00,1551711542420,-5,04/03/2019 09:59:02,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,422.80500000924803,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
56,1551711540550,04/03/2019 14:59:00,1551711542869,-5,04/03/2019 09:59:02,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,441.9399999896996,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
57,1551711541307,04/03/2019 14:59:01,1551711543599,-5,04/03/2019 09:59:03,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,723.4699999971781,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
58,1551711542698,04/03/2019 14:59:02,1551711543668,-5,04/03/2019 09:59:03,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
59,1551711545245,04/03/2019 14:59:05,1551711547530,-5,04/03/2019 09:59:07,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,3861.850000015693,61,,0,1,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
60,1551711545386,04/03/2019 14:59:05,1551711547531,-5,04/03/2019 09:59:07,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,3861.850000015693,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
61,1551711547085,04/03/2019 14:59:07,1551711549416,-5,04/03/2019 09:59:09,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1878.8900000217836,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a22.jpg,,,c24.jpg,c8.jpg,c14.jpg,c27.jpg,b11.jpg,a3.jpg,a27.jpg,,,,,
62,1551711551524,04/03/2019 14:59:11,1551711553820,-5,04/03/2019 09:59:13,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,3767.5150000141,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
63,1551711553318,04/03/2019 14:59:13,1551711554893,-5,04/03/2019 09:59:14,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,Zone1,response_button_text,1063.0200000014156,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
64,1551711554995,04/03/2019 14:59:14,1551711556879,-5,04/03/2019 09:59:16,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,3,option3,choice,response_button_image,1975.544999993872,b9.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
65,1551711556323,04/03/2019 14:59:16,1551711558207,-5,04/03/2019 09:59:18,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,11,grey3,Zone1,continue_button,1321.330000006128,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
66,1551711557057,04/03/2019 14:59:17,1551711558586,-5,04/03/2019 09:59:18,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,12,grey4,Zone1,continue_button,370.8000000042375,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
67,1551711557777,04/03/2019 14:59:17,1551711558899,-5,04/03/2019 09:59:18,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,307.46999999973923,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
68,1551711557777,04/03/2019 14:59:17,1551711559299,-5,04/03/2019 09:59:19,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,392.9799999750685,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
69,1551711559160,04/03/2019 14:59:19,1551711560079,-5,04/03/2019 09:59:20,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,774.3750000081491,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
70,1551711559160,04/03/2019 14:59:19,1551711560144,-5,04/03/2019 09:59:20,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
71,1551711561426,04/03/2019 14:59:21,1551711563719,-5,04/03/2019 09:59:23,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,3575.0199999893084,66,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
72,1551711564119,04/03/2019 14:59:24,1551711563720,-5,04/03/2019 09:59:23,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,3575.0199999893084,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
73,1551711569135,04/03/2019 14:59:29,1551711565578,-5,04/03/2019 09:59:25,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1851.6050000034738,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
74,1551711569135,04/03/2019 14:59:29,1551711565581,-5,04/03/2019 09:59:25,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,END TASK,,,,,115450,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
1,1551712174841,04/03/2019 15:09:34,1551712173199,0,04/03/2019 15:09:33,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2,1551712198332,04/03/2019 15:09:58,1551712196803,0,04/03/2019 15:09:56,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,22642,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
3,1551712200640,04/03/2019 15:10:00,1551712199096,0,04/03/2019 15:09:59,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,Zone1,response_button_text,2257,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
4,1551712203909,04/03/2019 15:10:03,1551712202296,0,04/03/2019 15:10:02,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,3,option3,Zone1,response_button_text,3168,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
5,1551712204469,04/03/2019 15:10:04,1551712202905,0,04/03/2019 15:10:02,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,4,option4,Zone1,response_button_text,573,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
6,1551712206242,04/03/2019 15:10:06,1551712204710,0,04/03/2019 15:10:04,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,5,option5,Zone1,response_button_text,1768,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
7,1551712207524,04/03/2019 15:10:07,1551712205984,0,04/03/2019 15:10:05,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,6,option6,Zone1,response_button_text,1245,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
8,1551712208402,04/03/2019 15:10:08,1551712206840,0,04/03/2019 15:10:06,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,7,option7,choice,response_button_image,834,a16.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
9,1551712212541,04/03/2019 15:10:12,1551712210993,0,04/03/2019 15:10:10,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,4139,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
10,1551712212774,04/03/2019 15:10:12,1551712211211,0,04/03/2019 15:10:11,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
11,1551712215932,04/03/2019 15:10:15,1551712214376,0,04/03/2019 15:10:14,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,3165,100,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
12,1551712216088,04/03/2019 15:10:16,1551712214377,0,04/03/2019 15:10:14,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,3165,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
13,1551712217041,04/03/2019 15:10:17,1551712215495,0,04/03/2019 15:10:15,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1107,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
14,1551712218901,04/03/2019 15:10:18,1551712217367,0,04/03/2019 15:10:17,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,1083,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
15,1551712219621,04/03/2019 15:10:19,1551712218079,0,04/03/2019 15:10:18,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,Zone1,response_button_text,691,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
16,1551712220343,04/03/2019 15:10:20,1551712218798,0,04/03/2019 15:10:18,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,3,option3,Zone1,response_button_text,695,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
17,1551712221137,04/03/2019 15:10:21,1551712219599,0,04/03/2019 15:10:19,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,4,option4,Zone1,response_button_text,780,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
18,1551712222532,04/03/2019 15:10:22,1551712220999,0,04/03/2019 15:10:20,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,5,option5,Zone1,response_button_text,1378,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
19,1551712225144,04/03/2019 15:10:25,1551712223599,0,04/03/2019 15:10:23,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,6,option6,Zone1,response_button_text,2579,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
20,1551712225752,04/03/2019 15:10:25,1551712224199,0,04/03/2019 15:10:24,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,7,option7,Zone1,response_button_text,576,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
21,1551712227617,04/03/2019 15:10:27,1551712226070,0,04/03/2019 15:10:26,6235,14,task-o4eu,,2260051,BLIND,616226,Food,complete,,5c7d3ce41c3cf8001538a369,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1680x1050,1680x914,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,8,option8,Zone1,response_button_image,1827,c16.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
